"date","state","county","locality","habitat","latitude","longitude","masl","subfamily","ant.genus","ant.species","code","collection","collector"
"1971-07-03","connecticut","new haven","Horse Island",NA,NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1972-07-03","connecticut","new haven","Mainland I","Along transect at slate M79 (PRE-IN STAL.)",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1972-07-03","connecticut","new haven","Mainland I","along slate transect I from slate M80",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1971-07-06","connecticut","new haven","Mainland I",NA,NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1971-07-06","connecticut","new haven","Mainland I",NA,NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1971-07-06","connecticut","new haven","Mainland I",NA,NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1972-07-06","connecticut","new haven","Branford","0.2 km N of Hoadley Neck",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","ELGoldstein"
"1973-07-08","connecticut","new haven","Branford","0.2 km N of Hoadley Neck",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","ELGoldstein"
"1973-07-08","connecticut","new haven","Brandford","0.2 Km. N. of Hoadley Neck",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1973-07-08","connecticut","new haven","Branford","0.2 Km. N. of Hoadley Neck",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
"1973-07-08","connecticut","new haven","Branford","0.2 Km. N. of Hoadley Neck",NA,NA,NA,"Myrmicinae","Aphaenogaster","rudis","aphrud","PMNH","EG"
